sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,accessories_size,accessories_type,apparel_type,author_artist,bag_luggage_type,bedding_pattern,bed_bath_type,books_music_type,camera_megapixels,camera_type,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decor_type,description,electronic_type,fit,format,frame_style,gallery,gender,gendered,genre,gift_message_available,gift_wrapping_available,gift_wrapping_price,has_options,homeware_style,home_decor_type,image,image_label,jewelry_type,length,lens_type,luggage_size,luggage_style,luggage_travel_style,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,necklace_length,news_from_date,news_to_date,occasion,options_container,page_layout,price,required_options,shoe_size,shoe_type,short_description,size,sleeve_length,small_image,small_image_label,special_from_date,special_price,special_to_date,status,style,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,width,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
mtk002,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Tees,,,,,,,,White,,,"2013-03-05 11:18:13",,,,,,"Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk002t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Chelsea Tee",,,,Casual,"Product Info Column","1 column",75.0000,0,,,"Minimalist style and maximum comfort meet in this lightweight tee.",M,"Short Sleeve",/m/t/mtk002t_3.jpg,,,,,1,,2,/m/t/mtk002t_3.jpg,,"2014-03-08 12:34:27",chelsea-tee,chelsea-tee-697.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk002t_3.jpg,,1,0,,,,,,,,,,,,,,,,
mtk003,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Tees,,,,,,,,White,,,"2013-03-05 11:18:13",,,,,,"Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk002t_4.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Chelsea Tee",,,,Casual,"Product Info Column","1 column",75.0000,0,,,"Minimalist style and maximum comfort meet in this lightweight tee.",L,"Short Sleeve",/m/t/mtk002t_4.jpg,,,,,1,,2,/m/t/mtk002t_4.jpg,,"2014-03-08 12:35:29",chelsea-tee,chelsea-tee-698.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk002t_4.jpg,,1,0,,,,,,,,,,,,,,,,
mtk004,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Tees,,,,,,,,Black,,,"2013-03-05 11:18:13",,,,,,"Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk004t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Chelsea Tee",,,,Casual,"Product Info Column","1 column",75.0000,0,,,"Minimalist style and maximum comfort meet in this lightweight tee.",S,"Short Sleeve",/m/t/mtk004t_3.jpg,,,,,1,,2,/m/t/mtk004t_3.jpg,,"2014-03-08 12:39:39",chelsea-tee,chelsea-tee-699.html,1,1.0000,,13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk004a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/t/mtk004t_3.jpg,,1,0,,,,,,,,,,,,,,,,
mtk005,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Tees,,,,,,,,Black,,,"2013-03-05 11:18:13",,,,,,"Ultrasoft, lightweight V-neck tee. 100% cotton. Machine wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk004t_4.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Chelsea Tee",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",75.0000,0,,,"Minimalist style and maximum comfort meet in this lightweight tee.",L,"Short Sleeve",/m/t/mtk004t_4.jpg,,,,,1,,2,/m/t/mtk004t_4.jpg,,"2014-03-08 12:40:02",chelsea-tee,chelsea-tee-700.html,1,1.0000,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk004t_4.jpg,,1,0,,,,,,,,,,,,,,,,
mtk006,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Knits,,,,,,,,Red,,,"2013-03-05 11:18:13",,,,,,"Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.",,Regular,,,,Male,,,,,,0,,,/m/t/mtk006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Merino V-neck Pullover Sweater",,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",210.0000,0,,,"A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.",S,"Long Sleeve",/m/t/mtk006t_1.jpg,,,,,1,,2,/m/t/mtk006t_1.jpg,,"2014-03-08 12:47:54",merino-v-neck-pullover-sweater,merino-v-neck-pullover-sweater.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk006c_1.jpg,,4,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/t/mtk006t_1.jpg,,1,0,,,,,,,,,,,,,,,,
mtk007,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Knits,,,,,,,,Red,,,"2013-03-05 11:18:13",,,,,,"Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.",,Regular,,,,Male,,,,,,0,,,/m/t/mtk006t_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Merino V-neck Pullover Sweater",,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",210.0000,0,,,"A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.",M,"Long Sleeve",/m/t/mtk006t_2.jpg,,,,,1,,2,/m/t/mtk006t_2.jpg,,"2014-03-08 12:48:15",merino-v-neck-pullover-sweater,merino-v-neck-pullover-sweater-554.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk006t_2.jpg,,1,0,,,,,,,,,,,,,,,,
mtk008,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Knits,,,,,,,,Red,,,"2013-03-05 11:18:13",,,,,,"Long sleeve, pull over style. V-neck. Relaxed fit through the chest. Ribbed neckline, cuff and hem. 100% Merino wool. Dry clean.",,Regular,,,,Male,,,,,,0,,,/m/t/mtk006t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Merino V-neck Pullover Sweater",,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",210.0000,0,,,"A classy V-neck sweater crafted from smooth refined Merino wool. Essential for layering when changing climates.",L,"Long Sleeve",/m/t/mtk006t_3.jpg,,,,,1,,2,/m/t/mtk006t_3.jpg,,"2014-03-08 12:48:39",merino-v-neck-pullover-sweater,merino-v-neck-pullover-sweater-555.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk006t_3.jpg,,1,0,,,,,,,,,,,,,,,,
mtk009,,Clothing,simple,"Men/New Arrivals","Default Category",base,,,Knits,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk009t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Lexington Cardigan Sweater",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",240.0000,0,,,"A lean, raglan sleeve cardigan with cosmopolitan appeal.",S,"Long Sleeve",/m/t/mtk009t_1.jpg,,,,,1,,2,/m/t/mtk009t_1.jpg,,"2014-03-08 12:52:10",lexington-cardigan-sweater,lexington-cardigan-sweater.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk009t_1.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,"Men/Tees, Knits and Polos","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtk010,,Clothing,simple,"Men/New Arrivals","Default Category",base,,,Knits,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk009t_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Lexington Cardigan Sweater",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",240.0000,0,,,"A lean, raglan sleeve cardigan with cosmopolitan appeal.",M,"Long Sleeve",/m/t/mtk009t_2.jpg,,,,,1,,2,/m/t/mtk009t_2.jpg,,"2014-03-08 12:52:33",lexington-cardigan-sweater,lexington-cardigan-sweater-559.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk009b_1.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,"Men/Tees, Knits and Polos","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/t/mtk009t_2.jpg,,1,0,,,,,,,,,,,,,,,,
mtk011,,Clothing,simple,"Men/New Arrivals","Default Category",base,,,Knits,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"V-neck cardigan. Mother of pearl front button closure. Two dart pockets. Ribbed cuff and hem. 100% cotton. Hand wash.",,Slim,,,,Male,,,,,,0,,,/m/t/mtk009t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Lexington Cardigan Sweater",,"2013-03-01 00:00:00",,Evening,"Product Info Column","1 column",240.0000,0,,,"A lean, raglan sleeve cardigan with cosmopolitan appeal.",L,"Long Sleeve",/m/t/mtk009t_3.jpg,,,,,1,,2,/m/t/mtk009t_3.jpg,,"2014-03-08 12:52:59",lexington-cardigan-sweater,lexington-cardigan-sweater-560.html,1,1.0000,,24.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk009t_3.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,"Men/Tees, Knits and Polos","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtk012,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Polos,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"Slim fit. Two chest pockets. Silver grommet detail. Grinding and nicking at hems. 100% cotton. ",,Regular,,,,Male,,,,,,0,,,/m/t/mtk012t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Core Striped Sport Shirt",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",125.0000,0,,,"This grommet closure sports shirt is wrinkle free straight from the dryer. ",S,"Short Sleeve",/m/t/mtk012t_3.jpg,,,,,1,,2,/m/t/mtk012t_3.jpg,,"2014-03-08 12:59:36",core-striped-sport-shirt,core-striped-sport-shirt.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk012t_3.jpg,,1,0,,,,,,,,,,,,,,,,
mtk013,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Polos,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"Slim fit. Two chest pockets. Silver grommet detail. Grinding and nicking at hems. 100% cotton. ",,Regular,,,,Male,,,,,,0,,,/m/t/mtk012t_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Core Striped Sport Shirt",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",125.0000,0,,,"This grommet closure sports shirt is wrinkle free straight from the dryer. ",M,"Short Sleeve",/m/t/mtk012t_2.jpg,,,,,1,,2,/m/t/mtk012t_2.jpg,,"2014-03-08 12:59:12",core-striped-sport-shirt,core-striped-sport-shirt-545.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk012t_2.jpg,,1,0,,,,,,,,,,,,,,,,
mtk014,,Clothing,simple,"Men/Tees, Knits and Polos","Default Category",base,,,Polos,,,,,,,,Indigo,,,"2013-03-05 11:18:13",,,,,,"Slim fit. Two chest pockets. Silver grommet detail. Grinding and nicking at hems. 100% cotton. ",,Regular,,,,Male,,,,,,0,,,/m/t/mtk012t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Core Striped Sport Shirt",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",125.0000,0,,,"This grommet closure sports shirt is wrinkle free straight from the dryer. ",L,,/m/t/mtk012t_1.jpg,,,,,1,,2,/m/t/mtk012t_1.jpg,,"2014-03-08 12:58:42",core-striped-sport-shirt,core-striped-sport-shirt-546.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/t/mtk012t_1.jpg,,1,0,,,,,,,,,,,,,,,,
mpd003,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Pants,,,,,,,,Charcoal,,,"2013-03-05 11:18:14",,,,,,"Straight leg chino. Back pockets with button closure. 14"" leg opening. Zip fly. 100% cotton.",,Regular,,,,Male,,,,,,0,,,/m/p/mpd003t_2.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Bowery Chino Pants",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The slim and trim Bowery is a wear-to-work pant you'll actually want to wear. A clean style in our crisp, compact cotton twill, it's perfectly polished (but also comfortable enough for hanging out after hours).",30,,/m/p/mpd003t_2.jpg,,,,,1,,2,/m/p/mpd003t_2.jpg,,"2014-03-08 13:08:23",bowery-chino-pants,bowery-chino-pants.html,1,1.0000,,18.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd003t_2.jpg,,1,0,,,,,,,,,,,,,,,,
mpd004,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Pants,,,,,,,,Charcoal,,,"2013-03-05 11:18:14",,,,,,"Straight leg chino. Back pockets with button closure. 14"" leg opening. Zip fly. 100% cotton.",,Regular,,,,Male,,,,,,0,,,/m/p/mpd003t_3.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Bowery Chino Pants",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The slim and trim Bowery is a wear-to-work pant you'll actually want to wear. A clean style in our crisp, compact cotton twill, it's perfectly polished (but also comfortable enough for hanging out after hours).",32,,/m/p/mpd003t_3.jpg,,,,,1,,2,/m/p/mpd003t_3.jpg,,"2014-03-08 13:10:15",bowery-chino-pants,bowery-chino-pants-539.html,1,1.0000,,15.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd003a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/p/mpd003b_1.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/p/mpd003t_3.jpg,,1,0,,,,,,,,,,,,,,,,
mpd005,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Pants,,,,,,,,Charcoal,,,"2013-03-05 11:18:14",,,,,,"Straight leg chino. Back pockets with button closure. 14"" leg opening. Zip fly. 100% cotton.",,Regular,,,,Male,,,,,,0,,,/m/p/mpd003t_4.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Bowery Chino Pants",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The slim and trim Bowery is a wear-to-work pant you'll actually want to wear. A clean style in our crisp, compact cotton twill, it's perfectly polished (but also comfortable enough for hanging out after hours).",34,,/m/p/mpd003t_4.jpg,,,,,1,,2,/m/p/mpd003t_4.jpg,,"2014-03-08 13:11:01",bowery-chino-pants,bowery-chino-pants-540.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd003t_4.jpg,,1,0,,,,,,,,,,,,,,,,
mpd006,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",30,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:49:24",the-essential-boot-cut-jean,the-essential-boot-cut-jean.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd007,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",31,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:49:55",the-essential-boot-cut-jean,the-essential-boot-cut-jean-536.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd008,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",32,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:50:15",the-essential-boot-cut-jean,the-essential-boot-cut-jean-537.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd009,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",33,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:50:35",the-essential-boot-cut-jean,the-essential-boot-cut-jean-538.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd010,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",34,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:52:36",the-essential-boot-cut-jean,the-essential-boot-cut-jean-539.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd011,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Denim,,,,,,,,Indigo,,,"2013-03-05 11:18:14",,,,,,"Lightly faded cotton denim. Sits below waist. Slim through hip and thigh. 15"" leg opening. Zip fly. Machine wash. ",,"Boot cut",,,,Male,,,,,,0,,,/m/p/mpd006t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","The Essential Boot Cut Jean",,"2013-03-01 00:00:00",,Casual,"Product Info Column","1 column",140.0000,0,,,"The new standard in denim, this jean is the rightful favorite among our designers. Made from lightly distressed denim to achieve that perfectly broken-in feel.",36,,/m/p/mpd006t_1.jpg,,,,,1,,2,/m/p/mpd006t_1.jpg,,"2013-03-11 10:53:23",the-essential-boot-cut-jean,the-essential-boot-cut-jean-540.html,1,1.0000,,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd006t_1.jpg,,1,1,,,,,,,,,,,,,,,,
mpd012,,Clothing,simple,"Men/Pants & Denim","Default Category",base,,,Pants,,,,,,,,Silver,,,"2013-03-05 11:18:14",,,,,,"Flat front trouser. Slim through the hip thigh and ankle. Zip fly. Lined. 100% wool. Dry clean.",,Slim,,,,Male,,,,,,0,,,/m/p/mpd012t_1.jpg,,,,,,,,,,,,,,,,"Use config","Use config","Flat Front  Trouser",,"2013-03-01 00:00:00",,Career,"Product Info Column","1 column",195.0000,0,,,"Thanks to its timeless versatility, these flat front trousers are perfectly suited to wear wherever and still stand apart.",30,,/m/p/mpd012t_1.jpg,,,,,1,,2,/m/p/mpd012t_1.jpg,,"2014-03-08 13:28:12",flat-front-trouser,flat-front-trouser.html,1,1.0000,,25.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/m/p/mpd012a_1.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/p/mpd012b_1.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/m/p/mpd012t_1.jpg,,1,0,,,,,,,,,,,,,,,,
